"year","month","day","hour","light","t.air","vpd","rain"
2003,1,6,15,704.626821,30.393,1.64296705821645,0
2003,1,6,16,604.903023,30.553,1.67920374244634,0
2003,1,6,17,127.832497,30.03,1.53239750411113,0
2003,1,6,18,0,29.267,1.28382714364888,0
2003,1,6,19,0,28.147,0.986609408089639,0
2003,1,6,20,0,27.174,0.670283438738899,0
2003,1,6,21,0,27.105,0.681391399869762,0
2003,1,6,22,0,26.641,0.557457451880661,0
2003,1,6,23,0,26.034,0.404632794762316,0
2003,1,7,0,0,25.548,0.27532297554017,0
2003,1,7,1,0,25.411,0.26432873024548,0
2003,1,7,2,0,25.449,0.217810196206344,0
2003,1,7,3,0,25.163,0.11623924507001,0
2003,1,7,4,0,24.711,0.0479119525636333,0
2003,1,7,5,8.551384,24.506,0.0453400795627026,0
2003,1,7,6,217.92502,24.99,0.110647910465957,0
2003,1,7,7,475.682617,25.814,0.372681085014576,0
2003,1,7,8,1129.153772,26.932,0.586099491232027,0
2003,1,7,9,1103.157784,27.878,0.912831419044989,0
2003,1,7,10,1173.522074,28.373,1.06510062117558,0
2003,1,7,11,1387.18237,28.968,1.16810032148508,0
2003,1,7,12,1408.441553,29.275,1.24217840521038,0
2003,1,7,13,1189.410593,29.657,1.37456995121011,0
2003,1,7,14,1570.141406,30.205,1.51669284819617,0
2003,1,7,15,596.258868,29.971,1.47972425274885,0
2003,1,7,16,157.176924,29.542,1.32920635866858,0
2003,1,7,17,63.452622,28.65,0.982519565908619,0
2003,1,7,18,0,28.191,0.850704901929775,0
2003,1,7,19,0,27.779,0.806045653856545,0
2003,1,7,20,0,27.653,0.750731624091533,0
2003,1,7,21,0,27.35,0.726610290160387,0
2003,1,7,22,0,27.155,0.689420007743693,0
2003,1,7,23,0,26.885,0.66557333557275,0
2003,1,8,0,0,26.441,0.55429664002622,0
2003,1,8,1,0,25.96,0.43782542369563,0
2003,1,8,2,0,25.66,0.375327763066128,0
2003,1,8,3,0,25.194,0.31376897032368,0
2003,1,8,4,0,25.095,0.230401325691746,0
2003,1,8,5,16.558481,25.089,0.231093766638514,0
2003,1,8,6,247.238828,25.493,0.274428657197757,0
2003,1,8,7,628.826973,26.09,0.382099894220461,0
2003,1,8,8,815.102915,27.045,0.547534796985282,0
2003,1,8,9,924.670036,27.504,0.791721479549707,0
2003,1,8,10,1081.829137,28.415,1.05466464321331,0
2003,1,8,11,1250.804887,28.737,1.18364715969981,0
2003,1,8,12,1446.52839,29.811,1.42725484602046,0
2003,1,8,13,1327.841377,30.175,1.58514370273045,0
2003,1,8,14,1098.183796,30.89,1.86927784540103,0
2003,1,8,15,1164.36288,31.171,2.01466848484393,0
2003,1,8,16,578.8819,31.037,1.98709592326008,0
2003,1,8,17,126.780026,30.173,1.69384221779727,0
2003,1,8,18,0,29.127,1.37159648416438,0
2003,1,8,19,0,28.312,1.10270447836278,0
2003,1,8,20,0,27.78,0.863628595068033,0
2003,1,8,21,0,27.187,0.742564010169539,0
2003,1,8,22,0,26.804,0.664516638268856,0
2003,1,8,23,0,26.672,0.725594702365977,0
2003,1,9,0,0,26.191,0.635960555870689,0
2003,1,9,1,0,25.716,0.565984617233922,0
2003,1,9,2,0,25.325,0.465384726300547,0
2003,1,9,3,0,25.077,0.385766711035616,0
2003,1,9,4,0,24.569,0.245565843288376,0
2003,1,9,5,11.376558,24.16,0.167168377270967,0
2003,1,9,6,219.879152,24.637,0.193135158086495,0
2003,1,9,7,501.308892,25.578,0.313740951925434,0
2003,1,9,8,780.535892,26.498,0.494547716654798,0
2003,1,9,9,1043.928299,27.22,0.813125071835,0
2003,1,9,10,1323.53598,28.097,0.986133402407859,0
2003,1,9,11,1056.276439,28.188,1.00341796568045,0
2003,1,9,12,1065.605637,28.072,0.923307455052891,0
2003,1,9,13,1376.782421,29.158,1.20975150385694,0
2003,1,9,14,996.527345,29.725,1.37935849297232,0
2003,1,9,15,477.319591,29.635,1.31680988788827,0
2003,1,9,16,311.55975,29.041,1.15048999243241,0
2003,1,9,17,117.047754,28.37,1.28484362078596,0
2003,1,9,18,0,27.736,1.06658492986895,0
2003,1,9,19,0,26.835,0.807392992660642,0
2003,1,9,20,0,26.991,0.767769990231283,0
2003,1,9,21,0,27.111,0.758308554413498,0
2003,1,9,22,0,26.891,0.701774082413565,0
2003,1,9,23,0,26.534,0.634334180203452,0
2003,1,10,0,0,26.215,0.549539924495514,0
2003,1,10,1,0,25.729,0.469226003069307,0
2003,1,10,2,0,25.039,0.337508473431426,0
2003,1,10,3,0,24.643,0.301272292967061,0
2003,1,10,4,0,24.284,0.241250795836288,0
2003,1,10,5,7.656121,24.043,0.224975297656805,0
2003,1,10,6,132.728338,24.061,0.209989205149474,0
2003,1,10,7,486.318378,24.851,0.318397707971958,0
2003,1,10,8,948.115507,26.041,0.453191634863686,0
2003,1,10,9,548.02983,27.037,0.695765138346727,0
2003,1,10,10,711.737284,27.408,0.802787756299648,0
2003,1,10,11,1295.186442,27.616,0.870242405613886,0
2003,1,10,12,1031.708576,28.768,1.12500427583864,0
2003,1,10,13,1311.951944,29.687,1.33858520778841,0
2003,1,10,14,717.679198,31.11,1.6603689768489,0
2003,1,10,15,590.87815,29.385,1.25437767816082,0
2003,1,10,16,618.748752,28.585,1.06686065005572,0
2003,1,10,17,108.690595,29.205,1.19431668941884,0
2003,1,10,18,0,28.801,1.11044230282153,0
2003,1,10,19,0,28.395,1.04038270839943,0
2003,1,10,20,0,27.773,0.84518663864441,0
2003,1,10,21,0,27.377,0.800242571153141,0
2003,1,10,22,0,27.332,0.774381764418572,0
2003,1,10,23,0,26.566,0.618901745240571,0
2003,1,11,0,0,25.76,0.457072494119494,0
2003,1,11,1,0,24.611,0.262214851807995,0
2003,1,11,2,0,23.363,0.018036974086387,0
2003,1,11,3,0,24.341,0.20097418073001,0
2003,1,11,4,0,23.907,0.121229086872517,0
2003,1,11,5,8.427537,23.676,0.0907932991815428,0
2003,1,11,6,171.250696,24.068,0.146250953043029,0
2003,1,11,7,455.365311,25.17,0.322316537301258,0
2003,1,11,8,798.479083,26.587,0.541387990676974,0
2003,1,11,9,727.035816,27.211,0.738335526763685,0
2003,1,11,10,758.83936,27.5,0.822482109291702,0
2003,1,11,11,1228.985422,28.078,0.971139720309459,0
2003,1,11,12,1315.178821,29.433,1.27972765830936,0
2003,1,11,13,1276.92198,29.877,1.38432568058588,0
2003,1,11,14,609.499986,30.71,1.5585152072645,0
2003,1,11,15,500.305777,28.705,1.09660462583132,0
2003,1,11,16,647.249557,28.775,1.11014014731714,0
2003,1,11,17,155.428442,28.83,1.10743215017627,0
2003,1,11,18,0,28.121,0.957243502479393,0.9774648
2003,1,11,19,0,28.525,1.06966807110413,0.25416
2003,1,11,20,0,27.938,0.88123633581571,0
2003,1,11,21,0,27.257,0.77473292084575,0
2003,1,11,22,0,27.202,0.746816655342516,0
2003,1,11,23,0,26.356,0.576172051579632,0
2003,1,12,0,0,25.495,0.405417124872396,0
2003,1,12,1,0,25.351,0.401714726153919,0
2003,1,12,2,0,24.968,0.308066362685361,0
2003,1,12,3,0,25.081,0.338528972194094,0
2003,1,12,4,0,24.627,0.25200203824899,0
2003,1,12,5,7.948601,24.346,0.210865317229847,0
2003,1,12,6,157.514647,24.283,0.185113119120189,0
2003,1,12,7,468.656699,25.33,0.352901138760911,0
2003,1,12,8,861.160289,26.842,0.593952932110326,0
2003,1,12,9,1231.981971,27.306,0.758470516980883,0
2003,1,12,10,1432.290098,28.015,0.934444862169394,0
2003,1,12,11,1592.262034,29.503,1.2976060228152,0
2003,1,12,12,1349.783318,30.738,1.59873296759655,0
2003,1,12,13,1438.706835,30.832,1.62090524060651,0
2003,1,12,14,1683.235196,31.185,1.67969198467818,0
2003,1,12,15,1250.852415,30.725,1.58144371266432,0
2003,1,12,16,676.503498,30.57,1.54002821406785,0
2003,1,12,17,159.142024,30.51,1.50971429715353,0
2003,1,12,18,0,28.886,1.12996426472651,0
2003,1,12,19,0,28.365,1.03365181344883,0
2003,1,12,20,0,28.563,1.02055307289306,0
2003,1,12,21,0,28.787,1.11191652707816,0
2003,1,12,22,0,28.502,1.03083670818748,0
2003,1,12,23,0,27.481,0.810535736109993,0
2003,1,13,0,0,26.765,0.659508274273186,0
2003,1,13,1,0,26.316,0.591844869669471,0
2003,1,13,2,0,25.663,0.441375665157226,0
2003,1,13,3,0,25.866,0.490339987628849,0
2003,1,13,4,0,25.372,0.392579602410626,0
2003,1,13,5,2.9705,24.871,0.307932739084862,0
2003,1,13,6,117.039985,24.748,0.270670861430993,0
2003,1,13,7,295.254904,24.71,0.235787682235777,0
2003,1,13,8,1457.653598,26.486,0.520757342303748,0
2003,1,13,9,1175.318084,26.953,0.684143143886768,0
2003,1,13,10,1002.108686,27.725,0.871037826967767,0
2003,1,13,11,627.192284,27.882,0.928045736070062,0
2003,1,13,12,1056.254046,28.748,1.12043061145469,0
2003,1,13,13,1263.164909,29.619,1.32232020346478,0
2003,1,13,14,863.525721,29.442,1.24870378074859,0
2003,1,13,15,543.388995,29.598,1.30491545839023,0
2003,1,13,16,157.124826,28.957,1.15198757852857,0
2003,1,13,17,167.271597,29.437,1.24889423861855,0
2003,1,13,18,0,28.521,1.44769511380453,0
2003,1,13,19,0,27.943,1.32670346882396,0
2003,1,13,20,0,27.173,0.969965408638059,0
2003,1,13,21,0,26.953,0.877767543886769,0
2003,1,13,22,0,26.677,0.729600171542841,0
2003,1,13,23,0,26.415,0.602609972123083,0
2003,1,14,0,0,25.897,0.451685003720915,0
2003,1,14,1,0,25.306,0.31714906498999,0
2003,1,14,2,0,24.866,0.174011915986226,0
2003,1,14,3,0,24.494,0.12754036737083,0
2003,1,14,4,0,24.142,0.0589651810378564,0
2003,1,14,5,0,23.944,0.0287693143546144,0
2003,1,14,6,150.690723,24.259,0.131053626059498,0
2003,1,14,7,629.22959,25.304,0.419289567171441,0
2003,1,14,8,936.236706,26.348,0.6327983454345,0
2003,1,14,9,869.945657,27.113,0.901353391840125,0
2003,1,14,10,451.910848,26.764,0.838748010009405,0
2003,1,14,11,678.909603,25.935,0.414625163049254,0
2003,1,14,12,1127.892909,27.453,0.703933738545265,0
2003,1,14,13,1130.206243,28.264,0.999854413457561,0
2003,1,14,14,876.612373,29.056,1.30495645048298,0
2003,1,14,15,594.41076,28.455,0.999184641812362,0
2003,1,14,16,650.060564,29.433,1.52880255830936,0
2003,1,14,17,131.813881,27.483,0.753496384581746,0
2003,1,14,18,0,27.33,0.724960900668056,0
2003,1,14,19,0,27.268,0.916254214458471,0
2003,1,14,20,0,26.727,0.695293566552027,0
2003,1,14,21,0,26.721,0.72143104985963,0
2003,1,14,22,0,26.184,0.555854714403318,0
2003,1,14,23,0,25.748,0.445699965964616,0
2003,1,15,0,0,25.238,0.345094205128253,0
2003,1,15,1,0,24.482,0.205426135496306,0
2003,1,15,2,0,24.031,0.10130591760376,0
2003,1,15,3,0,23.851,0.101175110370656,0
2003,1,15,4,0,23.58,0.0687084961655802,0
2003,1,15,5,0,23.334,0.0523141199995623,0
2003,1,15,6,108.100608,23.476,0.0692539044663687,0
2003,1,15,7,358.634863,23.94,0.121870383449032,0
2003,1,15,8,823.514,25.199,0.261408089436133,0
2003,1,15,9,1094.782802,26.697,0.67379188406676,0
2003,1,15,10,1155.761226,27.776,1.11425489652685,0
2003,1,15,11,1214.227064,28.488,1.37880842623907,0
2003,1,15,12,907.920529,28.365,1.31142921344883,0
2003,1,15,13,821.053512,26.959,0.715682037055598,0
2003,1,15,14,1664.300315,28.729,1.16946439687411,0
2003,1,15,15,1216.991457,29.481,1.47809154802848,0
2003,1,15,16,624.798061,29.465,1.47922511365568,0
2003,1,15,17,172.589706,28.976,1.38767129968462,0
2003,1,15,18,0,28.058,1.12941213587168,0.3999996
2003,1,15,19,0,27.389,0.951687926282152,0
2003,1,15,20,0,27.213,0.758015416822584,0
2003,1,15,21,0,26.748,0.701396120437495,0
2003,1,15,22,0,26.36,0.612022754140884,0
2003,1,15,23,0,26.26,0.612475424634101,0
2003,1,16,0,0,25.975,0.553144845407124,0
2003,1,16,1,0,25.412,0.432912589386259,0
2003,1,16,2,0,25.046,0.320471019738273,0
2003,1,16,3,0,24.512,0.174842653505213,0
2003,1,16,4,0,24,0.0531681771655594,0
2003,1,16,5,0,23.642,-0.00508520947984081,0
2003,1,16,6,153.783699,23.673,0.00364158931263203,0
2003,1,16,7,377.476973,24.429,0.115983462187133,0
2003,1,16,8,651.136799,25.536,0.286136295192057,0
2003,1,16,9,879.99463,26.615,0.731465621767707,0
2003,1,16,10,1227.986877,27.409,0.987629729781912,0
2003,1,16,11,1171.681735,27.832,1.10690217819688,0
2003,1,16,12,1194.692142,28.371,1.22881287624926,0
2003,1,16,13,1162.812736,28.821,1.29735719258582,0
2003,1,16,14,793.479503,29.094,1.3455728227406,0
2003,1,16,15,727.472708,29.493,1.4980068940406,0
2003,1,16,16,634.291322,29.652,1.54406660576438,0
2003,1,16,17,184.87021,29.066,1.41505271404713,0
2003,1,16,18,0,28.567,1.2934794481722,0
2003,1,16,19,0,27.895,1.08597996808266,0
2003,1,16,20,0,27.111,0.801044554413498,0
2003,1,16,21,0,26.748,0.748625220437495,0
2003,1,16,22,0,26.31,0.661019470248965,0
2003,1,16,23,0,25.848,0.555424025525216,0
2003,1,17,0,0,25.393,0.490241571552516,0
2003,1,17,1,0,24.934,0.42514712253799,0
2003,1,17,2,0,24.618,0.35589625477326,0
2003,1,17,3,0,24.525,0.357138115252942,0
2003,1,17,4,0,24.302,0.328429301182827,0
2003,1,17,5,3.209968,24.209,0.319101267963369,0
2003,1,17,6,152.371569,24.476,0.344093186950558,0
2003,1,17,7,370.763186,24.937,0.325028297890806,0
2003,1,17,8,428.098863,25.467,0.245135421203334,0
2003,1,17,9,765.147331,26.609,0.655527485881544,0
2003,1,17,10,884.956736,27.169,0.880583895912443,0
2003,1,17,11,1059.108925,27.515,0.950912498916218,0
2003,1,17,12,1262.06948,28.128,1.12492447718572,0
2003,1,17,13,2111.356452,29.296,1.45480890282142,0
2003,1,17,14,757.711941,29.423,1.50497513718424,0
2003,1,17,15,588.233948,29.513,1.50895184039327,0
2003,1,17,16,270.668304,29.33,1.55064519135765,0
2003,1,17,17,91.938346,27.983,1.22477645366696,0
2003,1,17,18,0,27.559,0.976118904475789,0
2003,1,17,19,0,27.093,0.86945435026308,0
2003,1,17,20,0,26.886,0.679384583453992,0.10008
2003,1,17,21,0,26.341,0.55986622316464,2.3000004
2003,1,17,22,0,25.841,0.453627080250518,0
2003,1,17,23,0,25.343,0.368489894619408,0
2003,1,18,0,0,24.952,0.300163994327872,0
2003,1,18,1,0,24.568,0.237939742836215,0
2003,1,18,2,0,24.005,0.179561399524795,0
2003,1,18,3,0,23.709,0.133239702151446,0
2003,1,18,4,0,23.678,0.109573485322247,0
2003,1,18,5,6.989358,23.839,0.217965583751363,0
2003,1,18,6,132.7128,23.95,0.270178741401452,0
2003,1,18,7,552.751554,24.776,0.469935301158113,0
2003,1,18,8,821.301206,25.872,0.738346807658203,0
2003,1,18,9,830.99509,26.628,1.02453574798962,0
2003,1,18,10,933.366289,27.098,1.19651280808865,0
2003,1,18,11,652.185157,26.857,1.04001921137055,0
2003,1,18,12,833.42176,27.172,1.08737368930546,0
2003,1,18,13,477.162383,27.597,1.13926781441052,0
2003,1,18,14,412.969421,27.544,1.13877049844718,0
2003,1,18,15,424.371571,27.747,1.21681246750257,0
2003,1,18,16,238.235471,27.746,1.1912533907288,0
2003,1,18,17,81.273794,27.577,1.08230066332984,0
2003,1,18,18,0,27.705,1.15420453921219,0
2003,1,18,19,0,27.514,1.10186736980187,0
2003,1,18,20,0,27.186,0.95220974003958,0
2003,1,18,21,0,27.052,0.968208010520327,0
2003,1,18,22,0,26.757,0.918138156393564,0
2003,1,18,23,0,26.351,0.805572382283819,0
2003,1,19,0,0,25.969,0.689510420707752,0
2003,1,19,1,0,25.573,0.611369344659629,0
2003,1,19,2,0,24.264,0.238911065459642,0
2003,1,19,3,0,23.777,0.157999393788141,0
2003,1,19,4,0,23.635,0.141180028740636,0
2003,1,19,5,2.0565,23.456,0.0981954798974858,0
2003,1,19,6,134.630829,23.463,0.0583685217310226,0
2003,1,19,7,496.869594,24.293,0.137267813713319,0
2003,1,19,8,994.744588,25.944,0.485849361533999,0
2003,1,19,9,1206.217225,26.886,0.932463283453992,0
2003,1,19,10,1184.208105,27.858,1.25033049680384,0
2003,1,19,11,1702.355162,28.93,1.62283960438247,0
2003,1,19,12,1614.420593,29.391,1.77683370907038,0
2003,1,19,13,1382.471157,29.877,2.00877488058588,0
2003,1,19,14,906.168848,29.991,2.00946229605626,0
2003,1,19,15,1278.627047,30.179,2.00792951933036,0
2003,1,19,16,541.657422,29.234,1.51635559973112,0
2003,1,19,17,22.695534,28.676,1.37062553133875,0
2003,1,19,18,0,28.3,1.23922137238855,0
2003,1,19,19,0,27.636,1.00839331329423,0
2003,1,19,20,0,27.018,0.805992344620315,0
2003,1,19,21,0,26.247,0.618950208547754,0
2003,1,19,22,0,25.655,0.443342127980193,0
2003,1,19,23,0,25.592,0.394011209226601,0
2003,1,20,0,0,25.089,0.279406766638514,0
2003,1,20,1,0,24.161,0.209808388994919,0
2003,1,20,2,0,23.667,0.307043119166007,0
2003,1,20,3,0,23.488,0.305935078517209,0
2003,1,20,4,0,23.402,0.239003298106094,0
2003,1,20,5,7.728784,23.316,0.183369873616066,0
2003,1,20,6,229.726588,23.76,0.202440699928589,0
2003,1,20,7,698.476515,25.099,0.418503695216911,0
2003,1,20,8,817.892443,25.972,0.672184237046995,0
2003,1,20,9,1271.681561,26.842,0.972430332110326,0
2003,1,20,10,2309.379579,28.566,1.54900286221211,0
2003,1,20,11,866.928086,28.06,1.41852293295321,0
2003,1,20,12,682.556463,27.81,1.31029447251835,0
2003,1,20,13,877.532771,28.756,1.47984852424196,0
2003,1,20,14,928.325579,29.262,1.48636163773384,0
2003,1,20,15,741.181794,29.075,1.44443367913865,0
2003,1,20,16,809.218126,29.349,1.66141383182335,0
2003,1,20,17,231.765722,29.162,1.66618541980308,0
2003,1,20,18,0,28.578,1.48185734806635,0
2003,1,20,19,0,28.393,1.30604376456348,0
2003,1,20,20,0,28.069,1.25485852349558,0
2003,1,20,21,0,27.563,1.29135455536589,0
2003,1,20,22,0,27.469,1.29487516169652,0
2003,1,20,23,0,27.111,1.1576976544135,0
2003,1,21,0,0,26.406,0.921045948256025,0
2003,1,21,1,0,25.462,0.585467278175103,0
2003,1,21,2,0,24.649,0.374341675192976,0
2003,1,21,3,0,24.398,0.293534600151498,0
2003,1,21,4,0,24.098,0.16186518115832,0
2003,1,21,5,0,23.642,0.0580644905201591,0
2003,1,21,6,187.490191,23.871,0.0739603367294897,0
2003,1,21,7,642.024676,24.931,0.250862035136416,0
2003,1,21,8,735.569377,25.879,0.401455360901548,0
2003,1,21,9,1108.587858,26.931,0.767203853608097,0
2003,1,21,10,971.888647,27.352,0.963395487753981,0
2003,1,21,11,1605.031071,28.731,1.33200591853281,0
2003,1,21,12,1150.289108,29.771,1.73377497087507,0
2003,1,21,13,881.459772,29.039,1.37113318959852,0
2003,1,21,14,1002.636064,29.623,1.51542213778426,0
2003,1,21,15,1252.546514,30.342,1.77512008933441,0
2003,1,21,16,761.060837,30.261,1.75767167770451,0
2003,1,21,17,95.50386,29.611,1.64179730820601,0
2003,1,21,18,0,28.859,1.41789671577848,0
2003,1,21,19,0,28.502,1.31229930818748,0
2003,1,21,20,0,28.02,1.10863428629051,0
2003,1,21,21,0,27.787,1.04010269301914,0
2003,1,21,22,0,27.553,0.933445406563657,0
2003,1,21,23,0,26.937,0.842969739221003,0
2003,1,22,0,0,26.391,0.793208116969478,0
2003,1,22,1,0,25.742,0.648276498716441,0
2003,1,22,2,0,25.195,0.513309174376233,0
2003,1,22,3,0,24.829,0.430474412064052,0
2003,1,22,4,0,24.606,0.332153224460775,0
2003,1,22,5,1.418985,24.346,0.238379917229847,0
2003,1,22,6,110.467868,24.259,0.194718026059498,0
2003,1,22,7,526.45029,24.919,0.277917664811504,0
2003,1,22,8,866.610014,26.455,0.563496174587013,0
2003,1,22,9,846.393705,26.924,0.756993188607704,0
2003,1,22,10,1309.46495,28.063,1.13887006245859,0
2003,1,22,11,1059.643615,28.264,1.21577511345756,0
2003,1,22,12,960.936642,28.767,1.33499758316122,0
2003,1,22,13,1234.838221,29.625,1.56077572663057,0
2003,1,22,14,911.043667,29.94,1.68789652787682,0
